Sample,Original Formula,Propositions,Solving Time,Encoding Time,Total Time,Learned Formula Size,Sample size,Solver,Learned Formula,Verification,Size Bound,Formula Type,Players,Positive,Negative,Size Lower,Size Upper,Verification,Total_Time_TB,Encoding_Time_TB,Learned Formula Size_TB,Solving Time_TB,Learned Formula_TB
test_suite/large_cgs/CGS/f:04-nm:030-sm:013.sp,<>G((p -> <1>G(p))),2,13.55,964.27,977.82,4,60,msat,<>G((p -> <1>X(p))),TRUE,20,atl,2,30,30,11,15,TRUE,294.07,274.72,4,19.35,<>G((p -> <1>G(p)))
test_suite/large_cgs/CGS/f:05-nm:005-sm:013.sp,"<>G((p -> <0,1>F(q)))",2,0.27,12.59,12.86,3,10,msat,"<>G(<0,1>F(q))",TRUE,20,atl,2,5,5,11,15,TRUE,4.39,4.04,3,0.35,"<>G(<0,1>F(q))"
test_suite/large_cgs/CGS/f:05-nm:010-sm:013.sp,"<>G((p -> <0,1>F(q)))",2,2.77,112.01,114.79,4,20,msat,"(<0,1>F(<>G(p)) -> <>G(p))",TRUE,20,atl,2,10,10,11,15,TRUE,34.77,32.94,4,1.83,<>G((! <>G(p)))
test_suite/large_cgs/CGS/f:05-nm:015-sm:013.sp,"<>G((p -> <0,1>F(q)))",2,19.3,485.44,504.73,5,30,msat,<>G((<>G(p) -> q)),TRUE,20,atl,2,15,15,11,15,TRUE,184.11,141.11,5,43.01,"<>G(<0,1>(p U (p -> q)))"
test_suite/large_cgs/CGS/f:05-nm:020-sm:013.sp,"<>G((p -> <0,1>F(q)))",2,147.03,853.4,1000.42,5,40,msat,"<>G((p -> <0,1>F(q)))",TRUE,20,atl,2,20,20,11,15,TRUE,371.85,251.56,5,120.29,"<>G(<0,1>(p U (p -> q)))"
test_suite/large_cgs/CGS/f:05-nm:025-sm:013.sp,"<>G((p -> <0,1>F(q)))",2,74.08,1277.78,1351.86,5,50,msat,"<>G((p -> <0,1>F(q)))",TRUE,20,atl,2,25,25,11,15,TRUE,496.32,380.88,5,115.45,"<>G((p -> <0,1>F(q)))"
test_suite/large_cgs/CGS/f:05-nm:030-sm:013.sp,"<>G((p -> <0,1>F(q)))",2,116.19,1818.59,1934.78,5,60,msat,"<>G((p -> <0,1>F(q)))",TRUE,20,atl,2,30,30,11,15,TRUE,787.35,542.51,5,244.84,"<>G(<0,1>(p U (p -> q)))"
test_suite/large_cgs/CGS/f:06-nm:005-sm:013.sp,<>G((p -> <1>X(q))),2,6.48,58.41,64.89,5,10,msat,"<0>G((<0,1>X(<>X(p)) -> <>X(p)))",TRUE,20,atl,2,5,5,11,15,TRUE,25.5,17.96,5,7.53,<0>G(<>X((! <>X(p))))
test_suite/large_cgs/CGS/f:06-nm:010-sm:013.sp,<>G((p -> <1>X(q))),2,31.68,203.36,235.03,5,20,msat,<>G((p -> <1>X(q))),TRUE,20,atl,2,10,10,11,15,TRUE,92.25,61.31,5,30.93,<>G((p -> <1>X(q)))
test_suite/large_cgs/CGS/f:06-nm:015-sm:013.sp,<>G((p -> <1>X(q))),2,26.24,480.52,506.76,5,30,msat,<>G((p -> <1>X(q))),TRUE,20,atl,2,15,15,11,15,TRUE,229.04,133.08,5,95.96,<>G((p -> <1>X(q)))
test_suite/large_cgs/CGS/f:06-nm:020-sm:013.sp,<>G((p -> <1>X(q))),2,139.23,852.27,991.5,5,40,msat,<>G((p -> <1>X(q))),TRUE,20,atl,2,20,20,11,15,TRUE,330.25,237.56,5,92.69,<>G((p -> <1>X(q)))
test_suite/large_cgs/CGS/f:06-nm:025-sm:013.sp,<>G((p -> <1>X(q))),2,158.38,1318.43,1476.81,5,50,msat,<>G((p -> <1>X(q))),TRUE,20,atl,2,25,25,11,15,TRUE,465.55,361.66,5,103.89,<>G((p -> <1>X(q)))
test_suite/large_cgs/CGS/f:06-nm:030-sm:013.sp,<>G((p -> <1>X(q))),2,135.64,1962.34,2097.98,5,60,msat,<>G((p -> <1>X(q))),TRUE,20,atl,2,30,30,11,15,TRUE,738.92,526.42,5,212.5,<>G((p -> <1>X(q)))
test_suite/large_cgs/CGS/f:01-nm:005-sm:018.sp,<1>X(p),2,0.21,9.02,9.23,2,10,msat,<1>X(p),TRUE,20,atl,2,5,5,16,20,TRUE,2.58,2.4,2,0.18,<1>X(q)
test_suite/large_cgs/CGS/f:01-nm:010-sm:018.sp,<1>X(p),2,0.46,35.08,35.53,2,20,msat,<1>X(p),TRUE,20,atl,2,10,10,16,20,TRUE,8.23,7.83,2,0.4,<1>X(p)
test_suite/large_cgs/CGS/f:01-nm:015-sm:018.sp,<1>X(p),2,0.74,77.22,77.96,2,30,msat,<1>X(p),TRUE,20,atl,2,15,15,16,20,TRUE,17.2,16.68,2,0.52,<1>X(p)
test_suite/large_cgs/CGS/f:01-nm:020-sm:018.sp,<1>X(p),2,0.9,137.65,138.55,2,40,msat,<1>X(p),TRUE,20,atl,2,20,20,16,20,TRUE,28.22,27.46,2,0.77,<1>X(p)
test_suite/large_cgs/CGS/f:01-nm:025-sm:018.sp,<1>X(p),2,1.1,216.02,217.12,2,50,msat,<1>X(p),TRUE,20,atl,2,25,25,16,20,TRUE,43.51,42.58,2,0.93,<1>X(p)
test_suite/large_cgs/CGS/f:01-nm:030-sm:018.sp,<1>X(p),2,1.62,313.34,314.96,2,60,msat,<1>X(p),TRUE,20,atl,2,30,30,16,20,TRUE,62.57,61.39,2,1.17,<1>X(p)
test_suite/large_cgs/CGS/f:02-nm:005-sm:018.sp,<0>F(p),2,0.19,7.81,8,2,10,msat,<0>F(p),TRUE,20,atl,2,5,5,16,20,TRUE,2.34,2.19,2,0.15,<0>F(p)
test_suite/large_cgs/CGS/f:02-nm:010-sm:018.sp,<0>F(p),2,0.47,37.94,38.41,2,20,msat,<0>F(p),TRUE,20,atl,2,10,10,16,20,TRUE,8.35,7.96,2,0.39,<0>F(p)
test_suite/large_cgs/CGS/f:02-nm:015-sm:018.sp,<0>F(p),2,0.81,82.24,83.05,2,30,msat,<0>F(p),TRUE,20,atl,2,15,15,16,20,TRUE,17.31,16.78,2,0.53,<0>F(p)
test_suite/large_cgs/CGS/f:02-nm:020-sm:018.sp,<0>F(p),2,0.91,137.88,138.79,2,40,msat,<0>F(p),TRUE,20,atl,2,20,20,16,20,TRUE,29.13,28.4,2,0.73,<0>F(p)
test_suite/large_cgs/CGS/f:02-nm:025-sm:018.sp,<0>F(p),2,1.14,219.86,221,2,50,msat,<0>F(p),TRUE,20,atl,2,25,25,16,20,TRUE,43.54,42.61,2,0.93,<0>F(p)
test_suite/large_cgs/CGS/f:02-nm:030-sm:018.sp,<0>F(p),2,1.53,313.41,314.94,2,60,msat,<0>F(p),TRUE,20,atl,2,30,30,16,20,TRUE,61.68,60.54,2,1.14,<0>F(p)
test_suite/large_cgs/CGS/f:03-nm:005-sm:018.sp,<>G(((p & (! q)) -> <1>G(p))),2,5.94,63.65,69.59,4,10,msat,<1>X(<1>F(<0>G(q))),TRUE,20,atl,2,5,5,16,20,TRUE,18.27,16.56,4,1.71,"<>G(<0,1>X(<0>F(p)))"
test_suite/large_cgs/CGS/f:03-nm:010-sm:018.sp,<>G(((p & (! q)) -> <1>G(p))),2,863.03,806.24,1669.27,6,20,msat,<>G(((p -> q) | <1>G(p))),TRUE,20,atl,2,10,10,16,20,TRUE,1556.32,203.88,6,1352.44,<>G((p -> (<1>G(p) | q)))
test_suite/large_cgs/CGS/f:03-nm:015-sm:018.sp,<>G(((p & (! q)) -> <1>G(p))),2,2400,2400,2400,,30,msat,,,20,atl,2,15,15,16,20,TRUE,2227.96,455.96,6,1772,<>G((<1>X(p) | (p -> q)))
test_suite/large_cgs/CGS/f:03-nm:020-sm:018.sp,<>G(((p & (! q)) -> <1>G(p))),2,2400,2400,2400,,40,msat,,,20,atl,2,20,20,16,20,TRUE,1924.09,815.78,6,1108.31,"<>G(<0,1>(q U (p -> <1>G(p))))"
test_suite/large_cgs/CGS/f:03-nm:025-sm:018.sp,<>G(((p & (! q)) -> <1>G(p))),2,2400,2400,2400,,50,msat,,,20,atl,2,25,25,16,20,TRUE,2646.66,1251.34,6,1395.32,<>G(<0>(q U (p -> <1>G(p))))
test_suite/large_cgs/CGS/f:03-nm:030-sm:018.sp,<>G(((p & (! q)) -> <1>G(p))),2,2400,2400,2400,,60,msat,,,20,atl,2,30,30,16,20,TRUE,2635.36,1708.36,6,927,<>G((<1>G(p) | (p -> q)))
test_suite/large_cgs/CGS/f:04-nm:005-sm:018.sp,<>G((p -> <1>G(p))),2,3.67,67.32,71,4,10,msat,"<>G((p -> <0,1>G(p)))",TRUE,20,atl,2,5,5,16,20,TRUE,18.72,16.38,4,2.34,"<>G((p -> <0,1>X(p)))"
test_suite/large_cgs/CGS/f:04-nm:010-sm:018.sp,<>G((p -> <1>G(p))),2,12.77,283.65,296.42,4,20,msat,<>G((p -> <1>X(p))),TRUE,20,atl,2,10,10,16,20,TRUE,81.89,63.68,4,18.21,<>G((p -> <1>X(p)))
test_suite/large_cgs/CGS/f:04-nm:015-sm:018.sp,<>G((p -> <1>G(p))),2,22.32,659.93,682.25,4,30,msat,<>G((p -> <1>G(p))),TRUE,20,atl,2,15,15,16,20,TRUE,158.85,135.91,4,22.94,<>G((p -> <1>G(p)))
test_suite/large_cgs/CGS/f:04-nm:020-sm:018.sp,<>G((p -> <1>G(p))),2,24.58,1211.2,1235.78,4,40,msat,<>G((p -> <1>G(p))),TRUE,20,atl,2,20,20,16,20,TRUE,257.48,234.84,4,22.64,<>G((p -> <1>G(p)))
test_suite/large_cgs/CGS/f:04-nm:025-sm:018.sp,<>G((p -> <1>G(p))),2,31.18,1889.53,1920.71,4,50,msat,<>G((p -> <1>G(p))),TRUE,20,atl,2,25,25,16,20,TRUE,405.43,364.06,4,41.38,<>G((p -> <1>G(p)))
test_suite/large_cgs/CGS/f:04-nm:030-sm:018.sp,<>G((p -> <1>G(p))),2,2400,2400,2400,,60,msat,,,20,atl,2,30,30,16,20,TRUE,550.78,530.32,4,20.46,<>G((p -> <1>G(p)))
test_suite/large_cgs/CGS/f:05-nm:005-sm:018.sp,"<>G((p -> <0,1>F(q)))",2,8.22,66.13,74.35,4,10,msat,"<0,1>(p U <>X((! p)))",TRUE,20,atl,2,5,5,16,20,TRUE,19.63,16.9,4,2.72,"<0,1>(p U (! <0,1>X(p)))"
test_suite/large_cgs/CGS/f:05-nm:010-sm:018.sp,"<>G((p -> <0,1>F(q)))",2,145.04,565.85,710.89,5,20,msat,"<>G((p -> <0,1>F(q)))",TRUE,20,atl,2,10,10,16,20,TRUE,389.09,122.15,5,266.94,"<>G((p -> <0,1>F(q)))"
test_suite/large_cgs/CGS/f:05-nm:015-sm:018.sp,"<>G((p -> <0,1>F(q)))",2,212.53,1169.66,1382.19,5,30,msat,"<>G((p -> <0,1>F(q)))",TRUE,20,atl,2,15,15,16,20,TRUE,313.9,259.64,5,54.26,"<>G((p -> <0,1>F(q)))"
test_suite/large_cgs/CGS/f:05-nm:020-sm:018.sp,"<>G((p -> <0,1>F(q)))",2,160.64,2129.77,2290.41,5,40,msat,"<>G((p -> <0,1>F(q)))",TRUE,20,atl,2,20,20,16,20,TRUE,802.11,461.3,5,340.81,"<>G((p -> <0,1>F(q)))"
test_suite/large_cgs/CGS/f:05-nm:025-sm:018.sp,"<>G((p -> <0,1>F(q)))",2,2400,2400,2400,,50,msat,,,20,atl,2,25,25,16,20,TRUE,976.27,735.51,5,240.76,"<>G((p -> <0,1>F(q)))"
test_suite/large_cgs/CGS/f:05-nm:030-sm:018.sp,"<>G((p -> <0,1>F(q)))",2,2400,2400,2400,,60,msat,,,20,atl,2,30,30,16,20,TRUE,1549.12,1016.21,5,532.92,"<>G((p -> <0,1>F(q)))"
test_suite/large_cgs/CGS/f:06-nm:005-sm:018.sp,<>G((p -> <1>X(q))),2,47.28,132.54,179.81,5,10,msat,"<>G((<0,1>G(p) -> <1>G(p)))",TRUE,20,atl,2,5,5,16,20,TRUE,44.6,33.15,5,11.46,<>G((p -> <1>X(q)))
test_suite/large_cgs/CGS/f:06-nm:010-sm:018.sp,<>G((p -> <1>X(q))),2,121,528.93,649.93,5,20,msat,<>G((p -> <1>X(q))),TRUE,20,atl,2,10,10,16,20,TRUE,346.26,121.98,5,224.28,<>G((p -> <1>X(q)))
test_suite/large_cgs/CGS/f:06-nm:015-sm:018.sp,<>G((p -> <1>X(q))),2,153.18,1167.05,1320.23,5,30,msat,<>G((p -> <1>X(q))),TRUE,20,atl,2,15,15,16,20,TRUE,560.6,268.69,5,291.91,<>G((p -> <1>X(q)))
test_suite/large_cgs/CGS/f:06-nm:020-sm:018.sp,<>G((p -> <1>X(q))),2,194.85,2156.05,2350.9,5,40,msat,<>G((p -> <1>X(q))),TRUE,20,atl,2,20,20,16,20,TRUE,869.81,482.33,5,387.48,<>G((p -> <1>X(q)))
test_suite/large_cgs/CGS/f:06-nm:025-sm:018.sp,<>G((p -> <1>X(q))),2,2400,2400,2400,,50,msat,,,20,atl,2,25,25,16,20,TRUE,1053.49,751.2,5,302.29,<>G((p -> <1>X(q)))
test_suite/large_cgs/CGS/f:06-nm:030-sm:018.sp,<>G((p -> <1>X(q))),2,2400,2400,2400,,60,msat,,,20,atl,2,30,30,16,20,TRUE,1372.18,1041.33,5,330.85,<>G((p -> <1>X(q)))
